total_visits,time_per_visit,lead_origin,lead_source,do_not_email,do_not_call,converted,country,specialization,how_did_you_hear_about_x_education,what_is_your_current_occupation,what_matters_most_to_you_in_choosing_a_course,tags,city,a_free_copy_of_mastering_the_interview,no_contact_allowed,lead_source_channel,is_from_india,total_visits_binned,total_time_spent_on_website_binned,page_views_per_visit_binned
8.0,155.125,Landing Page Submission,Organic Search,0,0,0,India,Travel and Tourism,,Not_Specified,Not_Specified,,Thane & Outskirts,1,0,Other_Source,1,Very_High_Visits,Very_High_Engagement,Low_Page_Views
9.0,116.22222222222223,API,Google,0,0,1,India,Finance Management,,Unemployed,Better Career Prospects,,Other Metro Cities,1,0,Other_Source,1,Very_High_Visits,High_Engagement,Low_Page_Views
3.0,23.0,Landing Page Submission,Direct Traffic,0,0,0,India,Media and Advertising,,Unemployed,Better Career Prospects,wrong number given,Thane & Outskirts,1,0,Other_Source,1,Medium_Visits,Low_Engagement,High_Page_Views
3.0,186.0,API,Organic Search,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,invalid number,Unknown_City,0,0,Other_Source,1,Medium_Visits,High_Engagement,High_Page_Views
1.0,95.0,Landing Page Submission,Direct Traffic,0,0,0,India,Business Administration,,Not_Specified,Not_Specified,,Mumbai,1,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
4.0,301.25,Landing Page Submission,Google,0,0,1,India,Marketing Management,Student of SomeSchool,Not_Specified,Not_Specified,,Mumbai,0,0,Other_Source,1,High_Visits,Very_High_Engagement,High_Page_Views
2.0,137.0,Landing Page Submission,Direct Traffic,0,0,0,India,Operations Management,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,1,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
3.0,171.66666666666666,Landing Page Submission,Google,0,0,0,India,Media and Advertising,Student of SomeSchool,Unemployed,Better Career Prospects,Ringing,Mumbai,0,0,Other_Source,1,Medium_Visits,High_Engagement,High_Page_Views
5.0,257.6,API,Google,0,0,1,India,Marketing Management,,Working Professional,Better Career Prospects,Closed by Horizzon,Unknown_City,0,0,Other_Source,1,High_Visits,Very_High_Engagement,Low_Page_Views
3.0,350.3333333333333,Landing Page Submission,Direct Traffic,0,0,1,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,Will revert after reading the email,Other Metro Cities,1,0,Other_Source,1,Medium_Visits,High_Engagement,High_Page_Views
5.0,16.6,Landing Page Submission,Organic Search,0,0,0,India,Finance Management,,Unemployed,Better Career Prospects,Closed by Horizzon,Other Cities of Maharashtra,1,0,Other_Source,1,High_Visits,Low_Engagement,Very_High_Page_Views
4.0,342.75,Landing Page Submission,Google,0,0,0,India,Finance Management,,Not_Specified,Not_Specified,,Mumbai,0,0,Other_Source,1,High_Visits,Very_High_Engagement,High_Page_Views
6.0,17.833333333333332,Landing Page Submission,Organic Search,0,0,0,Unknown_Country,"Banking, Investment And Insurance",,Not_Specified,Not_Specified,,Other Metro Cities,1,0,Other_Source,0,Very_High_Visits,Low_Engagement,Very_High_Page_Views
9.5,64.0,Landing Page Submission,Direct Traffic,0,0,1,India,Marketing Management,,Unemployed,Better Career Prospects,Closed by Horizzon,Thane & Outskirts,1,0,Other_Source,1,Very_High_Visits,High_Engagement,High_Page_Views
2.0,133.5,API,Organic Search,0,0,1,India,Not_Specified,,Unemployed,Better Career Prospects,Busy,Unknown_City,0,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
6.0,290.3333333333333,Landing Page Submission,Direct Traffic,0,0,0,India,Business Administration,,Unemployed,Better Career Prospects,,Other Metro Cities,1,0,Other_Source,1,Very_High_Visits,Very_High_Engagement,Very_High_Page_Views
1.0,107.0,Landing Page Submission,Google,0,0,0,India,Finance Management,Online Search,Unemployed,Better Career Prospects,Interested  in full time MBA,Mumbai,0,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
3.0,43.666666666666664,Landing Page Submission,Direct Traffic,0,0,0,India,IT Projects Management,,Not_Specified,Not_Specified,,Other Cities of Maharashtra,1,0,Other_Source,1,Medium_Visits,Low_Engagement,Low_Page_Views
5.0,250.4,Landing Page Submission,Direct Traffic,0,0,0,India,Operations Management,,Not_Specified,Not_Specified,,Mumbai,1,0,Other_Source,1,High_Visits,Very_High_Engagement,Medium_Page_Views
7.0,2.4285714285714284,Landing Page Submission,Direct Traffic,0,0,1,India,Business Administration,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1,0,Other_Source,1,Very_High_Visits,Low_Engagement,High_Page_Views
2.0,724.0,Landing Page Submission,Direct Traffic,0,0,0,India,Supply Chain Management,,Unemployed,Better Career Prospects,Already a student,Mumbai,1,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
4.0,73.75,Landing Page Submission,Direct Traffic,0,0,1,India,Finance Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Other Metro Cities,1,0,Other_Source,1,High_Visits,Medium_Engagement,Low_Page_Views
5.0,76.2,Landing Page Submission,Direct Traffic,0,0,0,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,switched off,Thane & Outskirts,1,0,Other_Source,1,High_Visits,High_Engagement,Very_High_Page_Views
1.0,321.0,Landing Page Submission,Direct Traffic,0,0,0,India,Not_Specified,,Not_Specified,Not_Specified,,Unknown_City,0,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
3.0,590.0,Lead Add Form,Reference,0,0,1,Unknown_Country,Finance Management,,Unemployed,Better Career Prospects,Closed by Horizzon,Mumbai,0,0,Other_Source,0,Medium_Visits,Very_High_Engagement,Medium_Page_Views
9.0,163.88888888888889,Landing Page Submission,Google,0,0,1,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,Closed by Horizzon,Mumbai,1,0,Other_Source,1,Very_High_Visits,Very_High_Engagement,High_Page_Views
0.0,0.0,Lead Add Form,Reference,0,0,1,Unknown_Country,"Banking, Investment And Insurance",,Student,Better Career Prospects,Will revert after reading the email,Mumbai,0,0,Other_Source,0,Low_Visits,Low_Engagement,Low_Page_Views
4.0,44.0,Landing Page Submission,Google,0,0,0,India,Other_Specialization,Online Search,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0,0,Other_Source,1,High_Visits,Medium_Engagement,Low_Page_Views
5.0,228.6,API,Google,0,0,1,India,Not_Specified,,Unemployed,Better Career Prospects,Will revert after reading the email,Unknown_City,0,0,Other_Source,1,High_Visits,Very_High_Engagement,Low_Page_Views
6.0,9.666666666666666,Landing Page Submission,Google,0,0,0,India,International Business,Other,Not_Specified,Not_Specified,,Other Cities,0,0,Other_Source,1,Very_High_Visits,Low_Engagement,Very_High_Page_Views
8.0,184.0,Landing Page Submission,Google,0,0,0,India,Other_Specialization,Online Search,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0,0,Other_Source,1,Very_High_Visits,Very_High_Engagement,High_Page_Views
6.0,28.0,API,Olark Chat,0,0,0,Unknown_Country,Not_Specified,,Unemployed,Better Career Prospects,Interested in other courses,Unknown_City,0,0,Other_Source,0,Very_High_Visits,Medium_Engagement,Low_Page_Views
2.0,10.5,Landing Page Submission,Direct Traffic,0,0,0,India,Human Resource Management,,Unemployed,Better Career Prospects,Ringing,Mumbai,1,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
5.0,36.0,Landing Page Submission,Google,0,0,0,India,Marketing Management,Word Of Mouth,Unemployed,Better Career Prospects,Ringing,Mumbai,0,0,Other_Source,1,High_Visits,Medium_Engagement,Medium_Page_Views
3.0,81.33333333333333,Landing Page Submission,Organic Search,0,0,0,India,Supply Chain Management,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,1,0,Other_Source,1,Medium_Visits,Medium_Engagement,High_Page_Views
0.0,0.0,API,Olark Chat,0,0,0,Unknown_Country,Not_Specified,,Student,Better Career Prospects,Graduation in progress,Unknown_City,0,0,Other_Source,0,Low_Visits,Low_Engagement,Low_Page_Views
8.0,52.75,Landing Page Submission,Google,0,0,1,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,0,0,Other_Source,1,Very_High_Visits,High_Engagement,Low_Page_Views
3.0,433.6666666666667,API,Organic Search,0,0,1,India,Not_Specified,,Unemployed,Better Career Prospects,Will revert after reading the email,Unknown_City,0,0,Other_Source,1,Medium_Visits,Very_High_Engagement,Low_Page_Views
2.0,20.0,Landing Page Submission,Direct Traffic,0,0,0,India,Other_Specialization,,Unemployed,Better Career Prospects,Not doing further education,Other Cities of Maharashtra,1,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
5.0,127.8,Landing Page Submission,Google,0,0,1,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities of Maharashtra,0,0,Other_Source,1,High_Visits,High_Engagement,Very_High_Page_Views
9.5,43.578947368421055,Landing Page Submission,Direct Traffic,0,0,1,India,Supply Chain Management,Word Of Mouth,Unemployed,Better Career Prospects,Busy,Mumbai,1,0,Other_Source,1,Very_High_Visits,High_Engagement,Very_High_Page_Views
2.0,248.5,Landing Page Submission,Direct Traffic,0,0,0,India,Human Resource Management,,Unemployed,Better Career Prospects,Ringing,Mumbai,1,0,Other_Source,1,Low_Visits,High_Engagement,Low_Page_Views
4.0,79.75,Landing Page Submission,Direct Traffic,0,0,0,Other_Country,IT Projects Management,,Unemployed,Better Career Prospects,Busy,Other Cities,1,0,Other_Source,0,High_Visits,Medium_Engagement,High_Page_Views
3.0,201.66666666666666,Landing Page Submission,Direct Traffic,0,0,0,Other_Country,IT Projects Management,,Working Professional,Better Career Prospects,Interested in other courses,Other Cities,1,0,Other_Source,0,Medium_Visits,High_Engagement,High_Page_Views
2.0,833.0,Landing Page Submission,Direct Traffic,0,0,1,India,Business Administration,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
3.0,81.0,Landing Page Submission,Direct Traffic,0,0,0,India,Human Resource Management,,Unemployed,Better Career Prospects,Interested  in full time MBA,Thane & Outskirts,1,0,Other_Source,1,Medium_Visits,Medium_Engagement,High_Page_Views
3.0,566.0,Landing Page Submission,Direct Traffic,0,0,1,India,Supply Chain Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1,0,Other_Source,1,Medium_Visits,Very_High_Engagement,High_Page_Views
2.0,730.5,API,Google,0,0,1,India,Finance Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
3.0,468.3333333333333,API,Organic Search,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Ringing,Unknown_City,0,0,Other_Source,1,Medium_Visits,Very_High_Engagement,Low_Page_Views
4.0,8.0,Landing Page Submission,Direct Traffic,0,0,0,Other_Country,Human Resource Management,,Unemployed,Better Career Prospects,Already a student,Other Cities of Maharashtra,1,0,Other_Source,0,High_Visits,Low_Engagement,Low_Page_Views
6.0,18.666666666666668,Landing Page Submission,Direct Traffic,0,0,0,India,Other_Specialization,,Unemployed,Better Career Prospects,invalid number,Mumbai,1,0,Other_Source,1,Very_High_Visits,Low_Engagement,Low_Page_Views
3.0,82.0,Landing Page Submission,Google,0,0,0,India,Other_Specialization,Online Search,Unemployed,Better Career Prospects,Graduation in progress,Mumbai,0,0,Other_Source,1,Medium_Visits,Medium_Engagement,High_Page_Views
0.0,0.0,API,Olark Chat,0,0,1,Unknown_Country,International Business,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0,0,Other_Source,0,Low_Visits,Low_Engagement,Low_Page_Views
9.5,7.052631578947368,Landing Page Submission,Google,0,0,0,India,Finance Management,,Unemployed,Better Career Prospects,Ringing,Mumbai,1,0,Other_Source,1,Very_High_Visits,Low_Engagement,Very_High_Page_Views
2.0,69.0,Landing Page Submission,Direct Traffic,0,0,0,India,Marketing Management,,Unemployed,Better Career Prospects,invalid number,Mumbai,1,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
2.0,99.5,Landing Page Submission,Direct Traffic,0,0,0,India,Operations Management,,Unemployed,Better Career Prospects,Ringing,Mumbai,1,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
8.0,82.125,Landing Page Submission,Google,0,0,1,India,"Banking, Investment And Insurance",Word Of Mouth,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0,0,Other_Source,1,Very_High_Visits,High_Engagement,Very_High_Page_Views
6.0,54.333333333333336,Landing Page Submission,Organic Search,0,0,0,India,Other_Specialization,,Unemployed,Better Career Prospects,switched off,Other Metro Cities,1,0,Other_Source,1,Very_High_Visits,Medium_Engagement,Very_High_Page_Views
5.0,201.2,Landing Page Submission,Direct Traffic,0,0,1,India,Marketing Management,,Other,Better Career Prospects,Will revert after reading the email,Mumbai,1,0,Other_Source,1,High_Visits,High_Engagement,Medium_Page_Views
7.0,164.14285714285714,Landing Page Submission,Organic Search,0,0,1,India,"Banking, Investment And Insurance",,Student,Better Career Prospects,Will revert after reading the email,Other Cities,0,0,Other_Source,1,Very_High_Visits,Very_High_Engagement,High_Page_Views
8.0,8.625,Landing Page Submission,Direct Traffic,0,0,0,India,Marketing Management,,Unemployed,Better Career Prospects,Ringing,Tier II Cities,0,0,Other_Source,1,Very_High_Visits,Low_Engagement,High_Page_Views
4.0,283.0,Landing Page Submission,Google,0,0,1,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,,Other Cities of Maharashtra,0,0,Other_Source,1,High_Visits,Very_High_Engagement,High_Page_Views
2.0,109.5,Landing Page Submission,Google,0,0,0,India,Business Administration,Multiple Sources,Unemployed,Better Career Prospects,Busy,Mumbai,0,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
3.0,66.66666666666667,API,Olark Chat,0,0,0,Unknown_Country,Not_Specified,,Unemployed,Better Career Prospects,Already a student,Unknown_City,0,0,Other_Source,0,Medium_Visits,Medium_Engagement,Low_Page_Views
5.0,266.6,API,Olark Chat,0,0,1,India,Finance Management,,Unemployed,Better Career Prospects,,Mumbai,1,0,Other_Source,1,High_Visits,Very_High_Engagement,Low_Page_Views
3.0,36.0,Landing Page Submission,Google,0,0,0,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,Ringing,Mumbai,0,0,Other_Source,1,Medium_Visits,Low_Engagement,High_Page_Views
0.0,0.0,API,Olark Chat,0,0,1,Unknown_Country,Travel and Tourism,,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities of Maharashtra,0,0,Other_Source,0,Low_Visits,Low_Engagement,Low_Page_Views
8.0,129.0,Landing Page Submission,Direct Traffic,0,0,1,India,Business Administration,,Other,Better Career Prospects,Will revert after reading the email,Mumbai,0,0,Other_Source,1,Very_High_Visits,High_Engagement,Very_High_Page_Views
4.0,344.75,API,Organic Search,0,0,1,India,Not_Specified,,Unemployed,Better Career Prospects,,Unknown_City,0,0,Other_Source,1,High_Visits,Very_High_Engagement,High_Page_Views
2.0,119.5,Landing Page Submission,Organic Search,0,0,0,India,"Banking, Investment And Insurance",Student of SomeSchool,Unemployed,Better Career Prospects,Ringing,Thane & Outskirts,0,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
5.0,31.6,Landing Page Submission,Google,0,0,0,India,Other_Specialization,Word Of Mouth,Unemployed,Better Career Prospects,Interested  in full time MBA,Mumbai,0,0,Other_Source,1,High_Visits,Medium_Engagement,Very_High_Page_Views
4.0,76.75,API,Google,0,0,0,Unknown_Country,Not_Specified,,Unemployed,Better Career Prospects,Already a student,Unknown_City,0,0,Other_Source,0,High_Visits,Medium_Engagement,High_Page_Views
1.0,32.0,API,Google,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Already a student,Unknown_City,0,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
4.0,19.25,Landing Page Submission,Direct Traffic,0,0,0,India,Marketing Management,,Unemployed,Better Career Prospects,number not provided,Mumbai,1,0,Other_Source,1,High_Visits,Low_Engagement,Low_Page_Views
2.0,77.0,API,Google,0,0,1,India,IT Projects Management,,Unemployed,Better Career Prospects,,Unknown_City,0,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
4.0,18.75,Landing Page Submission,Google,0,0,0,India,Supply Chain Management,Online Search,Working Professional,Better Career Prospects,Diploma holder (Not Eligible),Thane & Outskirts,0,0,Other_Source,1,High_Visits,Low_Engagement,High_Page_Views
5.0,3.4,Landing Page Submission,Google,0,0,0,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0,0,Other_Source,1,High_Visits,Low_Engagement,Very_High_Page_Views
2.0,353.5,Landing Page Submission,Direct Traffic,0,0,1,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1,0,Other_Source,1,Low_Visits,High_Engagement,Low_Page_Views
2.0,275.0,Landing Page Submission,Direct Traffic,0,0,0,India,Marketing Management,,Student,Better Career Prospects,Already a student,Mumbai,0,0,Other_Source,1,Low_Visits,High_Engagement,Low_Page_Views
2.0,819.5,API,Google,0,0,1,India,Not_Specified,,Unemployed,Better Career Prospects,,Unknown_City,0,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
9.0,4.666666666666667,API,Organic Search,0,0,1,India,Not_Specified,,Unemployed,Better Career Prospects,Closed by Horizzon,Other Cities of Maharashtra,0,0,Other_Source,1,Very_High_Visits,Low_Engagement,Very_High_Page_Views
8.0,166.875,Landing Page Submission,Direct Traffic,0,0,1,India,Human Resource Management,,Student,Better Career Prospects,Will revert after reading the email,Mumbai,1,0,Other_Source,1,Very_High_Visits,Very_High_Engagement,Very_High_Page_Views
2.0,288.0,API,Organic Search,0,0,1,India,Not_Specified,,Unemployed,Better Career Prospects,,Unknown_City,0,0,Other_Source,1,Low_Visits,High_Engagement,Low_Page_Views
2.0,279.0,Landing Page Submission,Direct Traffic,0,0,0,India,IT Projects Management,,Unemployed,Better Career Prospects,Ringing,Mumbai,1,0,Other_Source,1,Low_Visits,High_Engagement,Low_Page_Views
1.0,562.0,Landing Page Submission,Direct Traffic,0,0,0,India,Finance Management,,Unemployed,Better Career Prospects,,Mumbai,1,0,Other_Source,1,Low_Visits,High_Engagement,Low_Page_Views
3.0,43.0,Landing Page Submission,Google,0,0,0,India,Human Resource Management,Multiple Sources,Unemployed,Better Career Prospects,Ringing,Other Cities of Maharashtra,0,0,Other_Source,1,Medium_Visits,Low_Engagement,High_Page_Views
4.0,18.5,Landing Page Submission,Direct Traffic,0,0,0,India,International Business,,Unemployed,Better Career Prospects,Ringing,Thane & Outskirts,1,0,Other_Source,1,High_Visits,Low_Engagement,Low_Page_Views
5.0,34.8,Landing Page Submission,Organic Search,0,0,1,India,Healthcare Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,1,0,Other_Source,1,High_Visits,Medium_Engagement,Very_High_Page_Views
4.0,53.25,Landing Page Submission,Direct Traffic,0,0,0,India,Business Administration,,Unemployed,Better Career Prospects,switched off,Thane & Outskirts,1,0,Other_Source,1,High_Visits,Medium_Engagement,High_Page_Views
6.0,183.66666666666666,Landing Page Submission,Organic Search,0,0,0,India,International Business,,Unemployed,Better Career Prospects,number not provided,Mumbai,1,0,Other_Source,1,Very_High_Visits,Very_High_Engagement,Very_High_Page_Views
5.0,2.2,Landing Page Submission,Google,0,0,0,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,switched off,Other Cities,0,0,Other_Source,1,High_Visits,Low_Engagement,Medium_Page_Views
5.0,193.4,Landing Page Submission,Google,0,0,1,India,IT Projects Management,Student of SomeSchool,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0,0,Other_Source,1,High_Visits,High_Engagement,Medium_Page_Views
4.0,33.0,Landing Page Submission,Google,0,0,0,India,Operations Management,Student of SomeSchool,Unemployed,Better Career Prospects,Ringing,Other Metro Cities,0,0,Other_Source,1,High_Visits,Low_Engagement,High_Page_Views
1.0,69.0,Landing Page Submission,Direct Traffic,0,0,0,India,Other_Specialization,,Unemployed,Better Career Prospects,Already a student,Other Metro Cities,1,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
3.0,9.666666666666666,Landing Page Submission,Organic Search,0,0,0,India,Travel and Tourism,,Unemployed,Better Career Prospects,Ringing,Other Metro Cities,1,0,Other_Source,1,Medium_Visits,Low_Engagement,High_Page_Views
3.0,1.3333333333333333,Landing Page Submission,Direct Traffic,0,0,0,India,Business Administration,,Unemployed,Better Career Prospects,Ringing,Mumbai,1,0,Other_Source,1,Medium_Visits,Low_Engagement,Low_Page_Views
2.0,99.0,Landing Page Submission,Direct Traffic,0,0,0,India,Human Resource Management,,Unemployed,Better Career Prospects,Ringing,Other Cities,1,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
2.0,790.5,API,Organic Search,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Ringing,Unknown_City,0,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
3.0,128.33333333333334,Landing Page Submission,Direct Traffic,0,0,0,India,Travel and Tourism,,Not_Specified,Not_Specified,,Mumbai,1,0,Other_Source,1,Medium_Visits,High_Engagement,High_Page_Views
5.0,13.4,Landing Page Submission,Organic Search,0,0,0,India,Media and Advertising,,Unemployed,Better Career Prospects,Ringing,Mumbai,1,0,Other_Source,1,High_Visits,Low_Engagement,Very_High_Page_Views
5.0,162.6,Landing Page Submission,Direct Traffic,0,0,1,India,Human Resource Management,,Not_Specified,Not_Specified,,Mumbai,1,0,Other_Source,1,High_Visits,High_Engagement,Medium_Page_Views
2.0,86.0,Landing Page Submission,Google,0,0,0,India,Marketing Management,Student of SomeSchool,Unemployed,Better Career Prospects,Interested  in full time MBA,Mumbai,0,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
7.0,3.142857142857143,Landing Page Submission,Direct Traffic,0,0,0,India,IT Projects Management,,Unemployed,Better Career Prospects,Ringing,Mumbai,1,0,Other_Source,1,Very_High_Visits,Low_Engagement,Very_High_Page_Views
1.0,17.0,Landing Page Submission,Direct Traffic,0,0,0,India,Other_Specialization,,Unemployed,Better Career Prospects,invalid number,Mumbai,1,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
5.0,147.6,Landing Page Submission,Organic Search,0,0,1,India,Healthcare Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities of Maharashtra,1,0,Other_Source,1,High_Visits,High_Engagement,Very_High_Page_Views
5.0,132.0,Landing Page Submission,Organic Search,0,0,1,India,Healthcare Management,,Working Professional,Better Career Prospects,Will revert after reading the email,Other Metro Cities,1,0,Other_Source,1,High_Visits,High_Engagement,Very_High_Page_Views
4.0,320.25,API,Organic Search,0,0,1,India,Not_Specified,,Unemployed,Better Career Prospects,,Unknown_City,0,0,Other_Source,1,High_Visits,Very_High_Engagement,High_Page_Views
7.0,42.857142857142854,Landing Page Submission,Google,0,0,1,India,Business Administration,Social Media,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0,0,Other_Source,1,Very_High_Visits,Medium_Engagement,Low_Page_Views
5.0,89.2,Landing Page Submission,Google,0,0,0,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,Ringing,Mumbai,0,0,Other_Source,1,High_Visits,High_Engagement,Medium_Page_Views
0.0,0.0,API,Olark Chat,0,0,1,Unknown_Country,Finance Management,,Student,Better Career Prospects,Will revert after reading the email,Other Cities,0,0,Other_Source,0,Low_Visits,Low_Engagement,Low_Page_Views
4.0,78.25,API,Organic Search,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,,Unknown_City,0,0,Other_Source,1,High_Visits,Medium_Engagement,High_Page_Views
1.0,367.0,Landing Page Submission,Google,0,0,0,India,Marketing Management,Word Of Mouth,Unemployed,Better Career Prospects,Interested  in full time MBA,Mumbai,0,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
6.0,215.33333333333334,Landing Page Submission,Google,0,0,0,India,Marketing Management,Student of SomeSchool,Unemployed,Better Career Prospects,Ringing,Mumbai,0,0,Other_Source,1,Very_High_Visits,Very_High_Engagement,Very_High_Page_Views
5.0,72.6,Landing Page Submission,Organic Search,0,0,0,India,Other_Specialization,,Unemployed,Better Career Prospects,Ringing,Mumbai,1,0,Other_Source,1,High_Visits,Medium_Engagement,Medium_Page_Views
5.0,32.0,Landing Page Submission,Google,0,0,0,India,International Business,,Unemployed,Better Career Prospects,,Mumbai,1,0,Other_Source,1,High_Visits,Medium_Engagement,Very_High_Page_Views
2.0,85.0,Landing Page Submission,Direct Traffic,0,0,0,India,IT Projects Management,,Unemployed,Better Career Prospects,Already a student,Other Metro Cities,1,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
3.0,519.3333333333334,Lead Add Form,Reference,0,0,1,Unknown_Country,Finance Management,,Unemployed,Better Career Prospects,Closed by Horizzon,Other Cities,0,0,Other_Source,0,Medium_Visits,Very_High_Engagement,Medium_Page_Views
9.5,0.3157894736842105,Landing Page Submission,Direct Traffic,0,0,0,India,Business Administration,,Unemployed,Better Career Prospects,Graduation in progress,Other Cities,1,0,Other_Source,1,Very_High_Visits,Low_Engagement,Low_Page_Views
3.0,139.0,Lead Add Form,Other,0,0,1,Unknown_Country,Not_Specified,,Unemployed,Better Career Prospects,Closed by Horizzon,Unknown_City,0,0,Other_Source,0,Medium_Visits,High_Engagement,Medium_Page_Views
5.0,78.2,Landing Page Submission,Direct Traffic,0,0,0,India,Marketing Management,,Unemployed,Better Career Prospects,Ringing,Mumbai,1,0,Other_Source,1,High_Visits,High_Engagement,Very_High_Page_Views
2.0,185.0,Landing Page Submission,Direct Traffic,0,0,0,India,Human Resource Management,,Unemployed,Better Career Prospects,Ringing,Other Cities of Maharashtra,1,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
3.0,132.33333333333334,API,Google,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,,Unknown_City,0,0,Other_Source,1,Medium_Visits,High_Engagement,High_Page_Views
0.0,0.0,Lead Add Form,Reference,0,0,1,Unknown_Country,Operations Management,,Unemployed,Better Career Prospects,Closed by Horizzon,Other Cities of Maharashtra,0,0,Other_Source,0,Low_Visits,Low_Engagement,Low_Page_Views
1.0,134.0,Landing Page Submission,Direct Traffic,0,0,0,India,Operations Management,,Unemployed,Better Career Prospects,Already a student,Mumbai,1,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
5.0,212.4,Landing Page Submission,Direct Traffic,0,0,1,India,Healthcare Management,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities of Maharashtra,0,0,Other_Source,1,High_Visits,High_Engagement,Very_High_Page_Views
2.0,364.5,Landing Page Submission,Google,0,0,0,India,"Banking, Investment And Insurance",Online Search,Unemployed,Better Career Prospects,switched off,Mumbai,0,0,Other_Source,1,Low_Visits,High_Engagement,Low_Page_Views
3.0,88.66666666666667,Lead Add Form,Reference,0,0,1,Unknown_Country,Supply Chain Management,,Unemployed,Better Career Prospects,Closed by Horizzon,Mumbai,0,0,Other_Source,0,Medium_Visits,Medium_Engagement,Medium_Page_Views
4.0,299.75,Landing Page Submission,Organic Search,0,0,1,India,Other_Specialization,,Unemployed,Better Career Prospects,,Other Metro Cities,1,0,Other_Source,1,High_Visits,Very_High_Engagement,Low_Page_Views
2.0,498.0,API,Google,0,0,1,India,Not_Specified,,Unemployed,Better Career Prospects,,Unknown_City,0,0,Other_Source,1,Low_Visits,High_Engagement,Low_Page_Views
